,Forum_Cateogory,Forum_Name,Topic,PosetedBy,PostedDate,PostedDetail
58,ADMINISTRATION,Announcements,Commercial posting policy,adamhanlon,"January 22, 2018","Wetpixel has been a vibrant venue for the discussion of underwater imagery for nearly ten years. We have always been somewhat unique because we are a place where industry members mingle openly with non-industry members.
Recently, a few industry members have crossed the line of commercialism, so we are putting in some strict rules for industry members to follow. Ideally, every member would be 100% objective, but this is simply not the case. When one industry member is allowed to post something self-promoting, it brings down Wetpixel's integrity and causes other industry members to complain. Unfortunately, the only solution is to implement a double standard. This does not affect non-industry members.

Starting now, overtly commercial posts from industry members will be deleted without warning.

Industry members, here are some guidelines to help you keep your posts within policy:

- In your area of commercial endeavor, only factual posts and support posts are allowed. So if you are a housing manufacturer or retailer, you can post opinions about diving destinations, but not opinions about any underwater housing on the market (including your own).

- No product announcements. All product announcements must be made via press release on the front page by contacting Wetpixel. Note that non-industry members *can* post links to announcements. Sorry, but this is how it is going to have to be.

- No inventory announcements (e.g. ""Strobe XX is in stock!"").

- No reviews of your own product.

- No unsolicited sales contact with forum members via the Wetpixel personal message system. Replies or support enquiries can still be communicated via PM, although in the later case, you are encouraged to do so via the forum where others can share in your knowledge and experience. (added 03/21/12)

All members can help us to keep Wetpixel on track by reporting commercial posts. Thank you for your time!

As always, if you have any questions, concerns or comments, please voice them here."
59,ADMINISTRATION,Announcements,Commercial posting policy,adamhanlon,"March 18, 2020","In the light of the COVID-19 outbreak, and its effect on the diving industry, the above policy is to be relaxed.
Effective now, diver travel operators may advertise specific trips and events on the Wetpixel forum. 
Manufacturers can also be more involved and offer possible solutions to prospective purchasers. 

We will monitor how this works and if needs be amend the policy in future
Adam"
60,ADMINISTRATION,Announcements,Commercial posting policy,JackConnick,"March 18, 2020",I would hope this also applies to UWP retailers to offer solutions and links to appropriate products and announcements within reason. We are as hard hit as anyone and many are small businesses.
61,ADMINISTRATION,Announcements,Commercial posting policy,adamhanlon,"March 18, 2020","Hi Jack,
Yes and no. I understand how hard hit the industry in general is and did not mean to exclude anyone. 

Happy for you to offer support and details of special offers etc. I would rather avoid links to external sites.

Let's see how this works. As long as common sense prevails (this is a community not a classifieds) it should be fine. I will assess and revise as required/needed.
Adam
 "
62,ADMINISTRATION,Announcements,Forum update - bug reports here please,tomstgeorge,"July 25, 2019","Thanks Adam, and thank you everyone for your patience!

Hopefully we've ironed out most of the issues from the update and server migration but if you find anything amiss please let us know.
One thing I've just spotted is the country flag under a members details is not working, I will try to get that fixed asap.
  cheers
tsg :attached image URL: https://wetpixel.com/forums/uploads/reactions/react_like.png"
63,ADMINISTRATION,Announcements,Forum update - bug reports here please,Tom_Kline,"July 25, 2019","I am not seeing a reply to thread so started this new one (green button obvious). Also I cannot find a recent topics button. Using Firefox on a Mac.
Tom
PS I just now did see a reply to topic (green button) on a thread started by Interceptor but still am not seeing one in this topic or Adam's in the announcement forum. Hence I am using edit.
Edited July 25, 2019 by Tom_Kline
unable to otherwise reply to this thread. later: fixed grammar"
64,ADMINISTRATION,Announcements,Forum update - bug reports here please,tomstgeorge,"July 25, 2019","Thanks Tom
I will look into it. :attached image URL: https://wetpixel.com/forums/uploads/reactions/react_like.png"
65,ADMINISTRATION,Announcements,Forum update - bug reports here please,Tom_Kline,"July 25, 2019",Reply button now present!!! :attached image URL: https://wetpixel.com/forums/uploads/reactions/react_like.png
66,ADMINISTRATION,Announcements,Forum update - bug reports here please,Tom_Kline,"July 25, 2019","The ""topics"" box (lower right) contains just a few and does not seem to be bookmarkable. Not a satisfactory replacement in my book."
67,ADMINISTRATION,Announcements,Forum update - bug reports here please,adamhanlon,"July 25, 2019",Tapatalk is not working currently. I'm working on it...
68,ADMINISTRATION,Announcements,Forum update - bug reports here please,TimG,"July 25, 2019","Maybe a take a look at the Optional Profile Information routine. Mine shows as 0% complete. When I go into it, all the details are there but it doesn't seem to register it."
69,ADMINISTRATION,Announcements,Forum update - bug reports here please,Tom_Kline,"July 25, 2019","  On 7/25/2019 at 11:43 AM, TimG said:
Maybe a take a look at the Optional Profile Information routine. Mine shows as 0% complete. When I go into it, all the details are there but it doesn't seem to register it.
Maybe that is why signatures are missing, just now noticed by me after making a post on another thread.
PS. Signature suddenly appeared! Did NOT see signature editing in my profile a minute ago.
Edited July 25, 2019 by Tom_Kline
update"
70,ADMINISTRATION,Announcements,Forum update - bug reports here please,tomstgeorge,"July 25, 2019","Thanks for the bug reports guys.
 - I have re-enabled signatures.
 - we are aware of the 0% profile issue, it is not registering complete profile if any of the fields are empty, I'm looking at it now.
 - we will find a better solution for recent topics, please bear with us! :attached image URL: https://wetpixel.com/forums/uploads/reactions/react_like.png"
71,ADMINISTRATION,Announcements,Forum update - bug reports here please,Tom_Kline,"July 25, 2019",I guess we need to actually use WP to find the issues. Did find signature editing a second ago! :attached image URL: https://wetpixel.com/forums/uploads/reactions/react_like.png
72,ADMINISTRATION,Announcements,Forum update - bug reports here please,TimG,"July 25, 2019","The 0% profile issue seems sorted now. Well done, TomSTG!"
73,ADMINISTRATION,Announcements,Forum update - bug reports here please,adamhanlon,"July 25, 2019",I've just edited the topic title so that people can add any bugs they find to this thread. I will now merge the bugs from the other topic too..
74,ADMINISTRATION,Announcements,Forum update - bug reports here please,adamhanlon,"July 25, 2019","We seem to be getting some spammers posting. Interestingly, they all registered in 2018, so it may just be a coincidence.
Please let me know if you see any spam posts so I can delete them
Many thanks to @Chris Kippax
Adam :attached image URL: https://wetpixel.com/forums/uploads/emoticons/default_smile.png"
75,ADMINISTRATION,Announcements,Forum update - bug reports here please,Tom_Kline,"July 26, 2019","  On 7/25/2019 at 12:06 PM, tomstgeorge said:
 - we will find a better solution for recent topics, please bear with us!
https://wetpixel.com/forums/index.php?/discover
New link for recent topics works for me!
Edited July 26, 2019 by Tom_Kline
grammar :attached image URL: https://wetpixel.com/forums/uploads/reactions/react_like.png"
76,ADMINISTRATION,Announcements,Forum update - bug reports here please,adamhanlon,"July 26, 2019","Link works for me too!
I think I have killed the source of the spam members, but please let me know if you see any more..
Adam"
77,ADMINISTRATION,Announcements,Forum update - bug reports here please,TimG,"July 26, 2019","Excellent on then Spam kills!
I'm getting auto-forwards to my personal email address of all Reports (thanks Tom and Chris ;-)  Is there a way to turn that off? "
78,ADMINISTRATION,Announcements,Forum update - bug reports here please,TimG,"July 26, 2019","Not a bug - but a compliment (shock, horror): I really like the layout - very clean looking; and the auto stream update is a nice feature."
79,ADMINISTRATION,Announcements,Forum update - bug reports here please,Chris Kippax,"July 26, 2019","Yep, echoing Tim's comments new format is definitely more 21st century. Easy on the eyes with nice contrast and clean lines. :attached image URL: https://wetpixel.com/forums/uploads/reactions/react_like.png"
80,ADMINISTRATION,Announcements,Forum update - bug reports here please,Davide DB,"July 26, 2019","Really nice work indeed! 
Out of curiosity, how I change my profile background image? (behind the avatar).
Thanks"
81,ADMINISTRATION,Announcements,Forum update - bug reports here please,TimG,"July 26, 2019","  On 7/26/2019 at 8:26 AM, Davide DB said:
Really nice work indeed! 
Out of curiosity, how I change my profile background image? (behind the avatar).
Thanks
Hi Davide
If you click your name in the very top right hand corner of the screen, you'll see the option Profile. Go into that and you can change all sorts of things...."
82,ADMINISTRATION,Announcements,Forum update - bug reports here please,Davide DB,"July 26, 2019","Hi Tim,
I filled nearly every field. I updated my avatar but I find no option to change the background of my profile like @tomstgeorge
I'm envious
  :attached image URL: https://wetpixel.com/forums/uploads/emoticons/default_wink.png"
83,ADMINISTRATION,Announcements,Forum update - bug reports here please,TimG,"July 26, 2019","  On 7/26/2019 at 8:37 AM, Davide DB said:
Hi Tim,
I filled nearly every field. I updated my avatar but I find no option to change the background of my profile like @tomstgeorge
I'm envious
    Yep, pretty cool
Have you tried “Cover photo”? :attached image URL: https://wetpixel.com/forums/uploads/emoticons/default_wink.png"
84,ADMINISTRATION,Announcements,Forum update - bug reports here please,tomstgeorge,"July 26, 2019","  On 7/26/2019 at 8:37 AM, Davide DB said:
Hi Tim,
I filled nearly every field. I updated my avatar but I find no option to change the background of my profile like @tomstgeorge
I'm envious
  Hi Davide DB

I have enabled Cover Photos for all members. If you click on your name in the top right and then select profile you should now be able to choose a cover photo. :attached image URL: https://wetpixel.com/forums/uploads/emoticons/default_wink.png"
85,ADMINISTRATION,Announcements,Forum update - bug reports here please,Davide DB,"July 26, 2019","Ah ok
I'm pretty sure it wasn't enabled before.
Thank you all :attached image URL: https://wetpixel.com/forums/uploads/emoticons/default_smile.png"
86,ADMINISTRATION,Announcements,Forum update - bug reports here please,tomstgeorge,"July 26, 2019","  On 7/26/2019 at 1:40 AM, TimG said:
Excellent on then Spam kills!
I'm getting auto-forwards to my personal email address of all Reports (thanks Tom and Chris ;-)  Is there a way to turn that off? 
Hi TimG
You should now be able to manage this setting:

- click on your name top right and choose Account Settings
- choose Notification Settings in the right hand panel
- the first part of the page is some general settings but if you scroll down you will find controls to setup exactly what gets sent as an email and/or a notification
  cheers
tag"
87,ADMINISTRATION,Announcements,Forum update - bug reports here please,tomstgeorge,"July 25, 2019","Thanks Adam, and thank you everyone for your patience!

Hopefully we've ironed out most of the issues from the update and server migration but if you find anything amiss please let us know.
One thing I've just spotted is the country flag under a members details is not working, I will try to get that fixed asap.
  cheers
tsg :attached image URL: https://wetpixel.com/forums/uploads/reactions/react_like.png"
88,ADMINISTRATION,Announcements,Forum update - bug reports here please,Tom_Kline,"July 25, 2019","I am not seeing a reply to thread so started this new one (green button obvious). Also I cannot find a recent topics button. Using Firefox on a Mac.
Tom
PS I just now did see a reply to topic (green button) on a thread started by Interceptor but still am not seeing one in this topic or Adam's in the announcement forum. Hence I am using edit.
Edited July 25, 2019 by Tom_Kline
unable to otherwise reply to this thread. later: fixed grammar"
89,ADMINISTRATION,Announcements,Forum update - bug reports here please,tomstgeorge,"July 25, 2019","Thanks Tom
I will look into it. :attached image URL: https://wetpixel.com/forums/uploads/reactions/react_like.png"
90,ADMINISTRATION,Announcements,Forum update - bug reports here please,Tom_Kline,"July 25, 2019",Reply button now present!!! :attached image URL: https://wetpixel.com/forums/uploads/reactions/react_like.png
91,ADMINISTRATION,Announcements,Forum update - bug reports here please,Tom_Kline,"July 25, 2019","The ""topics"" box (lower right) contains just a few and does not seem to be bookmarkable. Not a satisfactory replacement in my book."
92,ADMINISTRATION,Announcements,Forum update - bug reports here please,adamhanlon,"July 25, 2019",Tapatalk is not working currently. I'm working on it...
93,ADMINISTRATION,Announcements,Forum update - bug reports here please,TimG,"July 25, 2019","Maybe a take a look at the Optional Profile Information routine. Mine shows as 0% complete. When I go into it, all the details are there but it doesn't seem to register it."
94,ADMINISTRATION,Announcements,Forum update - bug reports here please,Tom_Kline,"July 25, 2019","  On 7/25/2019 at 11:43 AM, TimG said:
Maybe a take a look at the Optional Profile Information routine. Mine shows as 0% complete. When I go into it, all the details are there but it doesn't seem to register it.
Maybe that is why signatures are missing, just now noticed by me after making a post on another thread.
PS. Signature suddenly appeared! Did NOT see signature editing in my profile a minute ago.
Edited July 25, 2019 by Tom_Kline
update"
95,ADMINISTRATION,Announcements,Forum update - bug reports here please,tomstgeorge,"July 25, 2019","Thanks for the bug reports guys.
 - I have re-enabled signatures.
 - we are aware of the 0% profile issue, it is not registering complete profile if any of the fields are empty, I'm looking at it now.
 - we will find a better solution for recent topics, please bear with us! :attached image URL: https://wetpixel.com/forums/uploads/reactions/react_like.png"
96,ADMINISTRATION,Announcements,Forum update - bug reports here please,Tom_Kline,"July 25, 2019",I guess we need to actually use WP to find the issues. Did find signature editing a second ago! :attached image URL: https://wetpixel.com/forums/uploads/reactions/react_like.png
97,ADMINISTRATION,Announcements,Forum update - bug reports here please,TimG,"July 25, 2019","The 0% profile issue seems sorted now. Well done, TomSTG!"
98,ADMINISTRATION,Announcements,Forum update - bug reports here please,adamhanlon,"July 25, 2019",I've just edited the topic title so that people can add any bugs they find to this thread. I will now merge the bugs from the other topic too..
99,ADMINISTRATION,Announcements,Forum update - bug reports here please,adamhanlon,"July 25, 2019","We seem to be getting some spammers posting. Interestingly, they all registered in 2018, so it may just be a coincidence.
Please let me know if you see any spam posts so I can delete them
Many thanks to @Chris Kippax
Adam :attached image URL: https://wetpixel.com/forums/uploads/emoticons/default_smile.png"
100,ADMINISTRATION,Announcements,Forum update - bug reports here please,Tom_Kline,"July 26, 2019","  On 7/25/2019 at 12:06 PM, tomstgeorge said:
 - we will find a better solution for recent topics, please bear with us!
https://wetpixel.com/forums/index.php?/discover
New link for recent topics works for me!
Edited July 26, 2019 by Tom_Kline
grammar :attached image URL: https://wetpixel.com/forums/uploads/reactions/react_like.png"
101,ADMINISTRATION,Announcements,Forum update - bug reports here please,adamhanlon,"July 26, 2019","Link works for me too!
I think I have killed the source of the spam members, but please let me know if you see any more..
Adam"
102,ADMINISTRATION,Announcements,Forum update - bug reports here please,TimG,"July 26, 2019","Excellent on then Spam kills!
I'm getting auto-forwards to my personal email address of all Reports (thanks Tom and Chris ;-)  Is there a way to turn that off? "
103,ADMINISTRATION,Announcements,Forum update - bug reports here please,TimG,"July 26, 2019","Not a bug - but a compliment (shock, horror): I really like the layout - very clean looking; and the auto stream update is a nice feature."
104,ADMINISTRATION,Announcements,Forum update - bug reports here please,Chris Kippax,"July 26, 2019","Yep, echoing Tim's comments new format is definitely more 21st century. Easy on the eyes with nice contrast and clean lines. :attached image URL: https://wetpixel.com/forums/uploads/reactions/react_like.png"
105,ADMINISTRATION,Announcements,Forum update - bug reports here please,Davide DB,"July 26, 2019","Really nice work indeed! 
Out of curiosity, how I change my profile background image? (behind the avatar).
Thanks"
106,ADMINISTRATION,Announcements,Forum update - bug reports here please,TimG,"July 26, 2019","  On 7/26/2019 at 8:26 AM, Davide DB said:
Really nice work indeed! 
Out of curiosity, how I change my profile background image? (behind the avatar).
Thanks
Hi Davide
If you click your name in the very top right hand corner of the screen, you'll see the option Profile. Go into that and you can change all sorts of things...."
107,ADMINISTRATION,Announcements,Forum update - bug reports here please,Davide DB,"July 26, 2019","Hi Tim,
I filled nearly every field. I updated my avatar but I find no option to change the background of my profile like @tomstgeorge
I'm envious
  :attached image URL: https://wetpixel.com/forums/uploads/emoticons/default_wink.png"
108,ADMINISTRATION,Announcements,Forum update - bug reports here please,TimG,"July 26, 2019","  On 7/26/2019 at 8:37 AM, Davide DB said:
Hi Tim,
I filled nearly every field. I updated my avatar but I find no option to change the background of my profile like @tomstgeorge
I'm envious
    Yep, pretty cool
Have you tried “Cover photo”? :attached image URL: https://wetpixel.com/forums/uploads/emoticons/default_wink.png"
109,ADMINISTRATION,Announcements,Forum update - bug reports here please,tomstgeorge,"July 26, 2019","  On 7/26/2019 at 8:37 AM, Davide DB said:
Hi Tim,
I filled nearly every field. I updated my avatar but I find no option to change the background of my profile like @tomstgeorge
I'm envious
  Hi Davide DB

I have enabled Cover Photos for all members. If you click on your name in the top right and then select profile you should now be able to choose a cover photo. :attached image URL: https://wetpixel.com/forums/uploads/emoticons/default_wink.png"
110,ADMINISTRATION,Announcements,Forum update - bug reports here please,Davide DB,"July 26, 2019","Ah ok
I'm pretty sure it wasn't enabled before.
Thank you all :attached image URL: https://wetpixel.com/forums/uploads/emoticons/default_smile.png"
111,ADMINISTRATION,Announcements,Forum update - bug reports here please,tomstgeorge,"July 26, 2019","  On 7/26/2019 at 1:40 AM, TimG said:
Excellent on then Spam kills!
I'm getting auto-forwards to my personal email address of all Reports (thanks Tom and Chris ;-)  Is there a way to turn that off? 
Hi TimG
You should now be able to manage this setting:

- click on your name top right and choose Account Settings
- choose Notification Settings in the right hand panel
- the first part of the page is some general settings but if you scroll down you will find controls to setup exactly what gets sent as an email and/or a notification
  cheers
tag"
112,ADMINISTRATION,Announcements,Forum update - bug reports here please,tomstgeorge,"July 25, 2019","Thanks Adam, and thank you everyone for your patience!

Hopefully we've ironed out most of the issues from the update and server migration but if you find anything amiss please let us know.
One thing I've just spotted is the country flag under a members details is not working, I will try to get that fixed asap.
  cheers
tsg :attached image URL: https://wetpixel.com/forums/uploads/reactions/react_like.png"
113,ADMINISTRATION,Announcements,Forum update - bug reports here please,Tom_Kline,"July 25, 2019","I am not seeing a reply to thread so started this new one (green button obvious). Also I cannot find a recent topics button. Using Firefox on a Mac.
Tom
PS I just now did see a reply to topic (green button) on a thread started by Interceptor but still am not seeing one in this topic or Adam's in the announcement forum. Hence I am using edit.
Edited July 25, 2019 by Tom_Kline
unable to otherwise reply to this thread. later: fixed grammar"
114,ADMINISTRATION,Announcements,Forum update - bug reports here please,tomstgeorge,"July 25, 2019","Thanks Tom
I will look into it. :attached image URL: https://wetpixel.com/forums/uploads/reactions/react_like.png"
115,ADMINISTRATION,Announcements,Forum update - bug reports here please,Tom_Kline,"July 25, 2019",Reply button now present!!! :attached image URL: https://wetpixel.com/forums/uploads/reactions/react_like.png
116,ADMINISTRATION,Announcements,Forum update - bug reports here please,Tom_Kline,"July 25, 2019","The ""topics"" box (lower right) contains just a few and does not seem to be bookmarkable. Not a satisfactory replacement in my book."
117,ADMINISTRATION,Announcements,Forum update - bug reports here please,adamhanlon,"July 25, 2019",Tapatalk is not working currently. I'm working on it...
118,ADMINISTRATION,Announcements,Forum update - bug reports here please,TimG,"July 25, 2019","Maybe a take a look at the Optional Profile Information routine. Mine shows as 0% complete. When I go into it, all the details are there but it doesn't seem to register it."
119,ADMINISTRATION,Announcements,Forum update - bug reports here please,Tom_Kline,"July 25, 2019","  On 7/25/2019 at 11:43 AM, TimG said:
Maybe a take a look at the Optional Profile Information routine. Mine shows as 0% complete. When I go into it, all the details are there but it doesn't seem to register it.
Maybe that is why signatures are missing, just now noticed by me after making a post on another thread.
PS. Signature suddenly appeared! Did NOT see signature editing in my profile a minute ago.
Edited July 25, 2019 by Tom_Kline
update"
120,ADMINISTRATION,Announcements,Forum update - bug reports here please,tomstgeorge,"July 25, 2019","Thanks for the bug reports guys.
 - I have re-enabled signatures.
 - we are aware of the 0% profile issue, it is not registering complete profile if any of the fields are empty, I'm looking at it now.
 - we will find a better solution for recent topics, please bear with us! :attached image URL: https://wetpixel.com/forums/uploads/reactions/react_like.png"
121,ADMINISTRATION,Announcements,Forum update - bug reports here please,Tom_Kline,"July 25, 2019",I guess we need to actually use WP to find the issues. Did find signature editing a second ago! :attached image URL: https://wetpixel.com/forums/uploads/reactions/react_like.png
122,ADMINISTRATION,Announcements,Forum update - bug reports here please,TimG,"July 25, 2019","The 0% profile issue seems sorted now. Well done, TomSTG!"
123,ADMINISTRATION,Announcements,Forum update - bug reports here please,adamhanlon,"July 25, 2019",I've just edited the topic title so that people can add any bugs they find to this thread. I will now merge the bugs from the other topic too..
124,ADMINISTRATION,Announcements,Forum update - bug reports here please,adamhanlon,"July 25, 2019","We seem to be getting some spammers posting. Interestingly, they all registered in 2018, so it may just be a coincidence.
Please let me know if you see any spam posts so I can delete them
Many thanks to @Chris Kippax
Adam :attached image URL: https://wetpixel.com/forums/uploads/emoticons/default_smile.png"
125,ADMINISTRATION,Announcements,Forum update - bug reports here please,Tom_Kline,"July 26, 2019","  On 7/25/2019 at 12:06 PM, tomstgeorge said:
 - we will find a better solution for recent topics, please bear with us!
https://wetpixel.com/forums/index.php?/discover
New link for recent topics works for me!
Edited July 26, 2019 by Tom_Kline
grammar :attached image URL: https://wetpixel.com/forums/uploads/reactions/react_like.png"
126,ADMINISTRATION,Announcements,Forum update - bug reports here please,adamhanlon,"July 26, 2019","Link works for me too!
I think I have killed the source of the spam members, but please let me know if you see any more..
Adam"
127,ADMINISTRATION,Announcements,Forum update - bug reports here please,TimG,"July 26, 2019","Excellent on then Spam kills!
I'm getting auto-forwards to my personal email address of all Reports (thanks Tom and Chris ;-)  Is there a way to turn that off? "
128,ADMINISTRATION,Announcements,Forum update - bug reports here please,TimG,"July 26, 2019","Not a bug - but a compliment (shock, horror): I really like the layout - very clean looking; and the auto stream update is a nice feature."
129,ADMINISTRATION,Announcements,Forum update - bug reports here please,Chris Kippax,"July 26, 2019","Yep, echoing Tim's comments new format is definitely more 21st century. Easy on the eyes with nice contrast and clean lines. :attached image URL: https://wetpixel.com/forums/uploads/reactions/react_like.png"
130,ADMINISTRATION,Announcements,Forum update - bug reports here please,Davide DB,"July 26, 2019","Really nice work indeed! 
Out of curiosity, how I change my profile background image? (behind the avatar).
Thanks"
131,ADMINISTRATION,Announcements,Forum update - bug reports here please,TimG,"July 26, 2019","  On 7/26/2019 at 8:26 AM, Davide DB said:
Really nice work indeed! 
Out of curiosity, how I change my profile background image? (behind the avatar).
Thanks
Hi Davide
If you click your name in the very top right hand corner of the screen, you'll see the option Profile. Go into that and you can change all sorts of things...."
132,ADMINISTRATION,Announcements,Forum update - bug reports here please,Davide DB,"July 26, 2019","Hi Tim,
I filled nearly every field. I updated my avatar but I find no option to change the background of my profile like @tomstgeorge
I'm envious
  :attached image URL: https://wetpixel.com/forums/uploads/emoticons/default_wink.png"
133,ADMINISTRATION,Announcements,Forum update - bug reports here please,TimG,"July 26, 2019","  On 7/26/2019 at 8:37 AM, Davide DB said:
Hi Tim,
I filled nearly every field. I updated my avatar but I find no option to change the background of my profile like @tomstgeorge
I'm envious
    Yep, pretty cool
Have you tried “Cover photo”? :attached image URL: https://wetpixel.com/forums/uploads/emoticons/default_wink.png"
134,ADMINISTRATION,Announcements,Forum update - bug reports here please,tomstgeorge,"July 26, 2019","  On 7/26/2019 at 8:37 AM, Davide DB said:
Hi Tim,
I filled nearly every field. I updated my avatar but I find no option to change the background of my profile like @tomstgeorge
I'm envious
  Hi Davide DB

I have enabled Cover Photos for all members. If you click on your name in the top right and then select profile you should now be able to choose a cover photo. :attached image URL: https://wetpixel.com/forums/uploads/emoticons/default_wink.png"
135,ADMINISTRATION,Announcements,Forum update - bug reports here please,Davide DB,"July 26, 2019","Ah ok
I'm pretty sure it wasn't enabled before.
Thank you all :attached image URL: https://wetpixel.com/forums/uploads/emoticons/default_smile.png"
136,ADMINISTRATION,Announcements,Forum update - bug reports here please,tomstgeorge,"July 26, 2019","  On 7/26/2019 at 1:40 AM, TimG said:
Excellent on then Spam kills!
I'm getting auto-forwards to my personal email address of all Reports (thanks Tom and Chris ;-)  Is there a way to turn that off? 
Hi TimG
You should now be able to manage this setting:

- click on your name top right and choose Account Settings
- choose Notification Settings in the right hand panel
- the first part of the page is some general settings but if you scroll down you will find controls to setup exactly what gets sent as an email and/or a notification
  cheers
tag"
137,ADMINISTRATION,Announcements,Wetpixel Planned Outage Weds 24 July 2019,adamhanlon,"July 22, 2019","Dear Wetpixel community,
  We are changing our servers and updating the site in order to provide some exciting new features and functionality over the next few months. Many apologies for the inconvenience, but this means that we will need to take the forums offline for around 24 hours.
  We plan to do so from 1500 GMT (1100 ET/0800PT) on Wednesday 24 July and hope to have everything back up and running by the same time on Thursday 25 July.
  The front page should not be affected, nor will our social media accounts. I will be posting updates on our Facebook page (https://www.facebook.com/Wetpixel/) and twitter.
  Thank you in advance for your understanding and please bear with us while we get the site updated.
  All the best
  Adam"
138,ADMINISTRATION,Announcements,Wetpixel Planned Outage Weds 24 July 2019,trimix125,"July 22, 2019","Hi Adam,
Thank you for keeping this forum the best of it kind!
Allways trying to keep the software up to date, giving us new features....
Looking forward to see what you plan for us.

As a moderator in a complete different forum in content and how it is run,
i am happy how it is done here.

Regards,
Wolfgang
Edited July 22, 2019 by trimix125 :attached image URL: https://wetpixel.com/forums/uploads/reactions/react_like.png"
139,ADMINISTRATION,Announcements,Wetpixel Planned Outage Weds 24 July 2019,adamhanlon,"July 24, 2019","Thank you Wolfgang!
  Just a reminder that the forum will be offline from today (Weds 24 July) until (hopefully) 1500 GMT on Thursday 25 July.
  Thank you for your patience...
  All the best
  Adam"
140,ADMINISTRATION,Announcements,Wetpixel Planned Outage Weds 24 July 2019,TimG,"July 24, 2019","Fingers crossed!
    See y'all on the Other Side...... :attached image URL: https://wetpixel.com/forums/uploads/emoticons/default_crazy.gif"
141,ADMINISTRATION,Announcements,Wetpixel Planned Outage Weds 24 July 2019,Alex_Mustard,"July 24, 2019",Best of luck
142,ADMINISTRATION,Announcements,Wetpixel Planned Outage Weds 24 July 2019,thetrickster,"July 24, 2019",Good Luck Adam!
143,ADMINISTRATION,Announcements,Wetpixel Planned Outage Weds 24 July 2019,adamhanlon,"July 25, 2019","So it seems we are back!
Please feel free to check out the updated forums and report any bugs that you may find...
Heartfelt thanks to Tom St.George who did all the hard work
Thank you all for your patience too..
All the best
Adam"
144,ADMINISTRATION,Announcements,Wetpixel Planned Outage Weds 24 July 2019,TimG,"July 25, 2019","Wooohooo! Well done, Adam. Some initial trouble being able to log-in but that has just corrected itself!"
